text_type,output_step,current_word,triplet_impacted,current_text,total_triplets,triplet_scores
monocle,79,coat,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.25999999046325684, 0.6100000143051147, 0.17000000178813934]"
monocle,80,and,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.25, 0.6299999952316284, 0.15000000596046448]"
monocle,81,a,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.23000000417232513, 0.6000000238418579, 0.15000000596046448]"
monocle,82,top,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | It'), ('Glasses | monocle', 'subclass of', 'Glasses | the monocle'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens')]","[0.3700000047683716, 0.36000001430511475, 0.14000000059604645, 0.11999999731779099, 0.2800000011920929]"
monocle,83,"hat,",yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat,","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | lens'), ('Glasses | monocle', 'subclass of', 'Glasses | the monocle'), ('Corrective lens | corrective lens', 'subclass of', 'Glasses | lens'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | It', 'subclass of', 'Glasses | lens'), ('Glasses | It', 'instance of', 'Glasses | lens'), ('Glasses | lens', 'part of', 'Glasses | monocle'), ('Glasses | lens', 'part of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'part of', 'Glasses | monocle'), ('Glasses | the monocle', 'part of', 'Glasses | lens'), ('Glasses | the monocle', 'subclass of', 'Glasses | lens'), ('Glasses | the monocle', 'instance of', 'Glasses | lens')]","[0.23000000417232513, 0.20000000298023224, 0.41999998688697815, 0.1599999964237213, 0.2800000011920929, 0.23000000417232513, 0.11999999731779099, 0.12999999523162842, 0.10999999940395355, 0.10000000149011612, 0.11999999731779099, 0.10000000149011612, 0.14000000059604645, 0.11999999731779099]"
monocle,84,the,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | lens'), ('Glasses | monocle', 'subclass of', 'Glasses | the monocle'), ('Corrective lens | corrective lens', 'subclass of', 'Glasses | lens'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | It', 'subclass of', 'Glasses | lens'), ('Glasses | It', 'instance of', 'Glasses | lens'), ('Glasses | lens', 'part of', 'Glasses | monocle'), ('Glasses | the monocle', 'part of', 'Glasses | monocle'), ('Glasses | the monocle', 'subclass of', 'Glasses | lens'), ('Glasses | the monocle', 'instance of', 'Glasses | lens')]","[0.23000000417232513, 0.18000000715255737, 0.41999998688697815, 0.18000000715255737, 0.30000001192092896, 0.2199999988079071, 0.10999999940395355, 0.11999999731779099, 0.10999999940395355, 0.14000000059604645, 0.15000000596046448, 0.10999999940395355]"
monocle,85,monocle,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'used by', 'Monocle | It')]","[0.2199999988079071, 0.6700000166893005, 0.23000000417232513, 0.10000000149011612]"
monocle,86,completed,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.3400000035762787, 0.6800000071525574, 0.2199999988079071]"
monocle,87,the,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.3100000023841858, 0.6399999856948853, 0.1899999976158142]"
monocle,88,costume,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.18000000715255737, 0.5799999833106995, 0.1599999964237213]"
monocle,89,of,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.11999999731779099, 0.5400000214576721, 0.12999999523162842]"
monocle,90,the,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.10999999940395355, 0.5099999904632568, 0.11999999731779099]"
monocle,91,stereotypical,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Glasses | lens'), ('Monocle | monocle', 'instance of', 'Glasses | lens'), ('Corrective lens | corrective lens', 'subclass of', 'Glasses | lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'subclass of', 'Glasses | lens'), ('Monocle | It', 'instance of', 'Glasses | lens'), ('Glasses | lens', 'part of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'subclass of', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Monocle | the monocle', 'subclass of', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens')]","[0.25999999046325684, 0.6200000047683716, 0.5, 0.28999999165534973, 0.33000001311302185, 0.20999999344348907, 0.2800000011920929, 0.5, 0.10999999940395355, 0.2800000011920929, 0.3400000035762787, 0.11999999731779099, 0.27000001072883606, 0.14000000059604645]"
monocle,92,late,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.11999999731779099, 0.5899999737739563, 0.17000000178813934]"
monocle,93,nineteenth,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.12999999523162842, 0.5899999737739563, 0.1599999964237213, 0.15000000596046448]"
monocle,94,century,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens')]","[0.10999999940395355, 0.5699999928474426, 0.20000000298023224, 0.15000000596046448]"
monocle,95,capitalist.,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist.","[('Glasses | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'has use', 'Corrective lens | corrective lens'), ('Glasses | monocle', 'subclass of', 'Glasses | the monocle'), ('Glasses | It', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'part of', 'Glasses | monocle'), ('Top hat | top hat', 'part of', 'Glasses | monocle'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'part of', 'Glasses | the monocle')]","[0.3199999928474426, 0.3100000023841858, 0.12999999523162842, 0.20000000298023224, 0.20999999344348907, 0.1599999964237213, 0.20000000298023224, 0.1599999964237213, 0.15000000596046448, 0.2800000011920929, 0.15000000596046448]"
monocle,96,Monocles,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.3100000023841858, 0.699999988079071, 0.10000000149011612, 0.28999999165534973, 0.10999999940395355]"
monocle,97,were,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.25999999046325684, 0.6200000047683716, 0.3199999928474426, 0.20000000298023224]"
monocle,98,also,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.3499999940395355, 0.6899999976158142, 0.11999999731779099, 0.3199999928474426, 0.30000001192092896]"
monocle,99,accessories,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.4000000059604645, 0.6399999856948853, 0.1599999964237213, 0.25, 0.17000000178813934]"
monocle,100,of,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.44999998807907104, 0.6700000166893005, 0.10999999940395355, 0.3400000035762787, 0.23000000417232513]"
monocle,101,military,no,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.4300000071525574, 0.6200000047683716, 0.2199999988079071, 0.27000001072883606, 0.1599999964237213]"
monocle,102,officers,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.4699999988079071, 0.6100000143051147, 0.17000000178813934, 0.11999999731779099]"
monocle,103,from,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Monocle | the monocle'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.4000000059604645, 0.6800000071525574, 0.14000000059604645, 0.18000000715255737, 0.2800000011920929, 0.33000001311302185, 0.17000000178813934, 0.12999999523162842, 0.10999999940395355]"
monocle,104,this,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens')]","[0.44999998807907104, 0.6899999976158142, 0.23000000417232513, 0.18000000715255737]"
monocle,105,period.,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period.","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.41999998688697815, 0.6899999976158142, 0.23999999463558197, 0.3100000023841858, 0.4000000059604645, 0.17000000178813934, 0.12999999523162842, 0.14000000059604645]"
monocle,106,Despite,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Glasses | the monocle'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.4399999976158142, 0.699999988079071, 0.30000001192092896, 0.44999998807907104, 0.41999998688697815, 0.12999999523162842, 0.3400000035762787, 0.10999999940395355, 0.17000000178813934, 0.18000000715255737, 0.12999999523162842, 0.12999999523162842]"
monocle,107,their,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Glasses | the monocle'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.47999998927116394, 0.6800000071525574, 0.2800000011920929, 0.4399999976158142, 0.38999998569488525, 0.10999999940395355, 0.28999999165534973, 0.17000000178813934, 0.18000000715255737, 0.12999999523162842, 0.11999999731779099]"
monocle,108,prevalence,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Glasses | the monocle'), ('Monocle | It', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Glasses | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.47999998927116394, 0.6499999761581421, 0.3100000023841858, 0.4099999964237213, 0.10000000149011612, 0.4099999964237213, 0.15000000596046448, 0.25999999046325684, 0.10999999940395355, 0.20000000298023224, 0.2199999988079071, 0.11999999731779099, 0.14000000059604645]"
monocle,109,in,yes,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in","[('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens')]","[0.4000000059604645, 0.6600000262260437, 0.3100000023841858, 0.30000001192092896, 0.3499999940395355, 0.10999999940395355, 0.11999999731779099, 0.2199999988079071, 0.14000000059604645, 0.14000000059604645]"
