text_type,output_step,current_word,current_text,new_triplets,total_triplets,triplet_scores
monocle,117,worn,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn","[('Monocle | monocles', 'used by', 'Monocle | their')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | their'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.4300000071525574, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.12999999523162842, 0.14000000059604645, 0.25, 0.2800000011920929, 0.14000000059604645, 0.10999999940395355]"
monocle,120,is,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is","[('Monocle | the monocle', 'has use', 'Glasses | lens'), ('Top hat | top hat', 'part of', 'Glasses | lens'), ('Top hat | top hat', 'instance of', 'Glasses | lens'), ('Top hat | top hat', 'subclass of', 'Glasses | lens')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Monocle | the monocle', 'subclass of', 'Glasses | lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Glasses | lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Glasses | lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Glasses | lens'), ('Top hat | top hat', 'subclass of', 'Glasses | lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.12999999523162842, 0.4000000059604645, 0.6700000166893005, 0.20000000298023224, 0.14000000059604645, 0.1899999976158142, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.12999999523162842, 0.2800000011920929, 0.20000000298023224, 0.3199999928474426, 0.10999999940395355]"
monocle,124,part,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part","[('Glasses | monocles', 'used by', 'Glasses | their')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Glasses | monocles', 'used by', 'Glasses | their'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.25999999046325684, 0.10999999940395355]"
monocle,132,better,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better","[('Glasses | monocles', 'field of work', 'Optometry | optometry')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Glasses | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.18000000715255737, 0.10999999940395355]"
monocle,134,of,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of","[('Top hat | top hat', 'used by', 'Glasses | the monocle')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'used by', 'Glasses | the monocle'), ('Glasses | monocles', 'used by', 'Glasses | their'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.11999999731779099, 0.14000000059604645, 0.10999999940395355]"
monocle,135,refractive,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive","[('Top hat | top hat', 'subclass of', 'Glasses | the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles'), ('Top hat | top hat', 'used by', 'Glasses | the monocle'), ('Monocle | monocles', 'used by', 'Monocle | monocles')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.11999999731779099, 0.10999999940395355, 0.10999999940395355, 0.11999999731779099, 0.10999999940395355]"
monocle,136,"error,","A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error,","[('Refractive error | refractive error', 'facet of', 'Optometry | optometry')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.27000001072883606]"
monocle,137,so,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so","[('Top hat | top hat', 'facet of', 'Optometry | optometry')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.4399999976158142]"
monocle,138,that,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that","[('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.10999999940395355, 0.46000000834465027, 0.5299999713897705]"
monocle,140,and,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and","[('Top hat | top hat', 'subclass of', 'Glasses | glasses')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | glasses'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.12999999523162842, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.11999999731779099, 0.10999999940395355, 0.6299999952316284, 0.47999998927116394]"
monocle,141,contact,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact","[('Glasses | Monocles', 'field of work', 'Optometry | optometry'), ('Capitalism | capitalist', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'field of work', 'Optometry | optometry'), ('Glasses | monocles', 'facet of', 'Optometry | optometry'), ('Capitalism | capitalist', 'field of work', 'Optometry | optometry'), ('Glasses | Monocles', 'facet of', 'Optometry | optometry'), ('Glasses | their', 'field of work', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'facet of', 'Optometry | optometry'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | the monocle'), ('Top hat | top hat', 'subclass of', 'Glasses | glasses'), ('Capitalism | capitalist', 'facet of', 'Optometry | optometry'), ('Capitalism | capitalist', 'field of work', 'Optometry | optometry'), ('Glasses | Monocles', 'facet of', 'Optometry | optometry'), ('Glasses | Monocles', 'field of work', 'Optometry | optometry'), ('Glasses | their', 'field of work', 'Optometry | optometry'), ('Glasses | monocles', 'facet of', 'Optometry | optometry'), ('Glasses | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('Refractive error | refractive error', 'facet of', 'Optometry | optometry'), ('Refractive error | refractive error', 'field of work', 'Optometry | optometry'), ('Refractive error | refractive error', 'used by', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.18000000715255737, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.14000000059604645, 0.27000001072883606, 0.12999999523162842, 0.11999999731779099, 0.5600000023841858, 0.1899999976158142, 0.44999998807907104, 0.7300000190734863, 0.23999999463558197, 0.6700000166893005, 0.10999999940395355, 0.47999998927116394, 0.14000000059604645, 0.15000000596046448, 0.6899999976158142]"
monocle,142,lenses,"A monocle is a type of corrective lens used to correct or enhance the vision in only one eye. It consists of a circular lens, generally with a wire ring around the circumference that can be attached to a string or wire. The other end of the string is then connected to the wearer's clothing to avoid losing the monocle. During the late nineteenth century, the monocle was generally associated with wealthy, upper-class men. Combined with a long coat and a top hat, the monocle completed the costume of the stereotypical late nineteenth century capitalist. Monocles were also accessories of military officers from this period. Despite their prevalence in the late nineteenth century, monocles are rarely worn today. This is due in large part to advances in optometry, which allow for better measurement of refractive error, so that glasses and contact lenses","[('Monocle | monocles', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('--NME-- | refractive error', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Monocle | their', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[('Monocle | monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | monocle', 'subclass of', 'Corrective lens | corrective lens'), ('Monocle | It', 'has use', 'Corrective lens | corrective lens'), ('Monocle | It', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'has use', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Monocle | the monocle', 'instance of', 'Corrective lens | corrective lens'), ('Upper-class citizen | upper-class men. Combined with a long coat', 'subclass of', 'Upper-class citizen | upper-class'), ('Top hat | top hat', 'has use', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'instance of', 'Corrective lens | corrective lens'), ('Top hat | top hat', 'part of', 'Corrective lens | corrective lens'), ('Monocle | their', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'field of work', 'Optometry | optometry'), ('Monocle | monocles', 'used by', 'Monocle | monocles'), ('--NME-- | refractive error', 'facet of', 'Optometry | optometry'), ('Glasses | glasses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'facet of', 'Optometry | optometry'), ('Contact lens | contact lenses', 'field of work', 'Optometry | optometry'), ('Contact lens | contact lenses', 'subclass of', 'Glasses | glasses')]","[0.3499999940395355, 0.7099999785423279, 0.3400000035762787, 0.10000000149011612, 0.33000001311302185, 0.14000000059604645, 0.4000000059604645, 0.14000000059604645, 0.10000000149011612, 0.15000000596046448, 0.14000000059604645, 0.2800000011920929, 0.25999999046325684, 0.10999999940395355, 0.10999999940395355, 0.4300000071525574, 0.7599999904632568, 0.23000000417232513, 0.12999999523162842, 0.15000000596046448]"
